run_id,iou,dice,train_dataset_dir,val_dataset_dir,test_dataset_dir,epochs,batch_size,learning_rate,img_size,freeze_backbone,output_dir,resume_checkpoint,test_checkpoint,test_only,use_tensorboard
20260426_051725,1.4415453363930307e-10,1.4415453363930307e-10,data/processed/crackforest_75_10_15/train,data/processed/crackforest_75_10_15/val,data/processed/crackforest_75_10_15/test,3,16,0.001,224,False,experiments_segmentation,,,False,True
