epoch,train_loss,train_macro_f1,val_loss,val_accuracy,val_precision_macro,val_recall_macro,val_macro_f1
1,0.3516714805235797,0.8356624601486922,0.2665822059617196,0.9030039811798769,0.904223132372215,0.8702579133318047,0.8842966270448923
2,0.29836886203459667,0.8721782574427163,0.26216947499539944,0.9116901918204849,0.9161524673008714,0.8793219150701146,0.8944376244817176
3,0.29192127285631325,0.8746201968426266,0.24896788627308347,0.9134998190372783,0.9302766428917665,0.8729698208748453,0.8944424081422109
4,0.27844084132229585,0.8805261573968306,0.2601354497738002,0.9066232356134636,0.9087496723460027,0.8744041066371506,0.8886139170805307
5,0.2729024798522797,0.882915125769345,0.23789153256970302,0.9167571480275063,0.9302140121771649,0.8795097917989707,0.8991308770085256
6,0.2722031116217935,0.8841831159258486,0.2584113842156155,0.9163952225841476,0.9304081050617745,0.8786517413711761,0.8985806119457416
7,0.27036388338013645,0.8866238085947029,0.2378693324390029,0.918204849800941,0.9225145205665568,0.888263166677271,0.9025643186158858
8,0.2629915574729158,0.8882751327706665,0.23937533053202428,0.920376402461093,0.9282199611915722,0.8883859168084246,0.9046200871169803
